file,delta_band_gap (eV),delta_h_corr (Hartree),delta_scf (Hartree),d_calc_pka (pKa),phenol_5_6_7,carbox_acid,benzoic_acid,thiol_thiophenol,aliphatic_alcohol,sec_amine_neg,heteorcyle_phen,alinine,primary_amine,tert_amine,sec_amine_sec_amine_ring,ring,aromatic,charge,hybridization,CBH_1,CBH_2,CBH_3,CBH_4,CBH_5,CBH_6,CBH_7,CBH_8,CBH_9,CBH_10,CBH_11,CBH_12,CBH_13,CBH_14,CBH_15,CBH_16,CBH_17,CBH_18,CBH_19,CBH_20,CBH_21,CBH_22,CBH_23,CBH_24,CBH_25,CBH_26,CBH_27,CBH_28,CBH_29,CBH_30,CBH_31,CBH_32,CBH_33,CBH_34,CBH_35,CBH_36,CBH_37,CBH_38,CBH_39,CBH_40,CBH_41,CBH_42,CBH_43,CBH_44,CBH_45,CBH_46,CBH_47,CBH_48,CBH_49,CBH_50,CBH_51,CBH_52,CBH_53,CBH_54,CBH_55,CBH_56,CBH_57,CBH_58,CBH_59,CBH_60,CBH_61,CBH_62,CBH_63,CBH_64,CBH_65,CBH_66,CBH_67,CBH_68,CBH_69,CBH_70,CBH_71,CBH_72,CBH_73,CBH_74,CBH_75,CBH_76,CBH_77,CBH_78,CBH_79,CBH_80,CBH_81,bond_length (angstrom),delta_e_extent (au),delta_tpsa,conjugate_acid,conjugate_base,exp_pka (pKa)
31,0.00909,0.013138,-0.46505782,9.72,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0.2,0,0,0.1667,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0.0909,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.2,0,0,0.3333,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0,1.02,46.53,1.61,c1cc(ccc1C#N)C(=O)N2CCC3(CC2)Nc4c(ccc(c4C(=[NH+:22]3)N)F)F,c1cc(ccc1C#N)C(=O)N2CCC3(CC2)Nc4c(ccc(c4C(=[N:22]3)N)F)F,8.15
32,-0.01789,0.012386,-0.44479558,1.01,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,16.71,-2.83,c1ccc(cc1)/C(=C/C(=O)[OH:12])/C(F)(F)F,c1ccc(cc1)/C(=C/C(=O)[O-:12])/C(F)(F)F,2.41
33,0.00529,0.013052,-0.45124176,3.27,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,3,0.25,0,0,0.25,0,0,0,0.3333,0,0,0,0,0,0,0,0.1667,0.3333,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0.1667,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.1429,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,53.85,-2.07,CCC(CC)NC(=O)c1c(n(nn1)c2ccccc2)[NH:25]S(=O)(=O)c3ccc(cc3)C,CCC(CC)NC(=O)c1c(n(nn1)c2ccccc2)[N-:25]S(=O)(=O)c3ccc(cc3)C,3.3
34,0.00473,0.012978,-0.4545718,5.27,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,3,0.25,0,0,0.25,0,0,0,0.3333,0,0,0,0,0,0,0,0.25,0.3333,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0.25,0,0,0.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,52.8,-2.07,CCC(CC)n1c(c(c(n1)C)C(=O)N[C@@H](C)C(C)(C)C)[NH:26]S(=O)(=O)c2ccc(cc2)C,CCC(CC)n1c(c(c(n1)C)C(=O)N[C@@H](C)C(C)(C)C)[N-:26]S(=O)(=O)c2ccc(cc2)C,4.6
35,0.00063,0.012591,-0.4623828,9.76,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,3,0.25,0.1667,0,0.25,0,0.125,0,0.3333,0,0,0,0,0,0,0,0.25,0.3333,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0.1429,0,0.1429,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0.25,0,0,0.2,0.5,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,1.03,-191.3,-2.07,Cc1c(c(n(n1)C2CCOCC2)[NH:28]S(=O)(=O)c3ccc(cc3)C4CC4)C(=O)N[C@@H](C)C(C)(C)C,Cc1c(c(n(n1)C2CCOCC2)[N-:28]S(=O)(=O)c3ccc(cc3)C4CC4)C(=O)N[C@@H](C)C(C)(C)C,5
36,-0.0054,0.013017,-0.44853553,2.35,0,0,0,0,0,1,0,0,0,0,0,1,1,-1,3,0.2,0,0,0,0,0,0,0,0,0.0625,0.05,0,0.1,0,0,0,0,0.0769,0.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556,0.1111,0,0,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0.0909,0,0,0,0,0.0588,0,0,0,0,0,0,0,0,0,0.0714,0,0,1.02,-85.77,1.69,c1cc(ccc1c2n[nH:28]nn2)C(=O)N3CCC(CC3)[NH+]4CCC(CC4)Oc5ccc(c(c5)Cl)Cl,c1cc(ccc1c2n[n-:28]nn2)C(=O)N3CCC(CC3)[NH+]4CCC(CC4)Oc5ccc(c(c5)Cl)Cl,3.6
37,0.00962,0.015075,-0.4638695,8.21,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.1429,0,0,0,0,0,0,0.1111,0,0.25,0.125,0,0.25,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0.2,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0.125,0,0,0,0.2,0,0.1429,0,0,0,0,0,0,0,0.5,0,0,1.03,-230.59,1.2,c1ccc(cc1)S(=O)(=O)[N-]C(=O)N2CCC(CC2)[NH+:25]3CCC(CC3)Oc4ccc(c(c4)Cl)Cl,c1ccc(cc1)S(=O)(=O)[N-]C(=O)N2CCC(CC2)[N:25]3CCC(CC3)Oc4ccc(c(c4)Cl)Cl,8.1
38,-0.01855,0.012893,-0.44828832,2.48,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,3,0.25,0,0,0,0,0,0,0.3333,0,0.1,0.0714,0,0.25,0,0,0,0,0.1429,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833,0.3333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5,0,0,0,0.0909,0,1,0,0,0,0,0,0,0,0.125,0,0,1.02,337.43,-2.07,c1ccc(cc1)S(=O)(=O)[NH:26]C(=O)N2CCC(CC2)[NH+]3CCC(CC3)Oc4ccc(c(c4)Cl)Cl,c1ccc(cc1)S(=O)(=O)[N-:26]C(=O)N2CCC(CC2)[NH+]3CCC(CC3)Oc4ccc(c(c4)Cl)Cl,3.3
39,-0.0033,0.014511,-0.461641,7.18,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.1429,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0.0833,0,0,0,0,0,0,0,0,0.125,0,0,0,0.3333,1,0,0.25,0.1667,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0.1111,0,0.1111,0,0,0,0,0,0.25,0,0,0.2,0,0,0,0,0,0,0,0,0,1.03,93.84,1.2,CC(C)N1CC[NH+:31](CC1)Cc2cnc(o2)c3cc(cc4c3cn[nH]4)c5cccc6c5cc[nH]6,CC(C)N1CC[N:31](CC1)Cc2cnc(o2)c3cc(cc4c3cn[nH]4)c5cccc6c5cc[nH]6,8.26
40,4.00E-05,0.014811,-0.46911344,10.76,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.125,0,0.0667,0,0,0,0,0,0,0,0,0.0909,0,0,0,0.1667,1,0,0.1429,0.1111,0,0,0,0,0,0.0909,0,0,0,0,0,0,0,0,0,0,0.0833,0,0.0833,0,0,0,0,0,0.1429,0,0,0.125,0,0,0,0,0,0,0,0,0,1.03,-3.83,1.2,CC(C)[NH+:32]1CCN(CC1)Cc2cnc(o2)c3cc(cc4c3cn[nH]4)c5cccc6c5cc[nH]6,CC(C)[N:32]1CCN(CC1)Cc2cnc(o2)c3cc(cc4c3cn[nH]4)c5cccc6c5cc[nH]6,8.26
41,-0.00528,0.012858,-0.46854144,12.18,0,0,0,0,0,1,0,0,0,0,0,1,1,-1,3,0.3333,0.1429,0,0.5,0.2,0,0,0,0,0,0,0.125,0,0,0,0.1667,0,0,0,0,0,0,0,0.1667,0,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0.5,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,1.02,82.48,1.69,C[C@H](CO)Nc1c2ccc(=O)[nH:20]c2nc(n1)SCc3cccc(c3F)F,C[C@H](CO)Nc1c2ccc(=O)[n-:20]c2nc(n1)SCc3cccc(c3F)F,10.5
42,0.00217,0.01242,-0.4440121,0.83,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.0909,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0.1429,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,-64.58,-2.83,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)Cc3ccccc3)C(=O)[OH:22])C,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)Cc3ccccc3)C(=O)[O-:22])C,3.32
43,-0.00114,0.012908,-0.46149454,8.52,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.02,-0.86,1.25,Cc1[nH]cc[nH+:5]1,Cc1[nH]cc[n:5]1,7.8
44,0.01023,0.012235,-0.45891672,7.66,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.02,-0.22,1.25,c1ccc2c(c1)[nH]c([nH+:8]2)N,c1ccc2c(c1)[nH]c([n:8]2)N,7.2
45,0.01151,0.012509,-0.46108848,8.87,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.02,-0.44,1.61,c1cc2cccc3c2c(c1)NC(=[NH+:12]3)N,c1cc2cccc3c2c(c1)NC(=[N:12]3)N,7.6
46,0.00092,0.014354,-0.4665367,10.03,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,1.03,23.21,1.62,c1cc(c(c2c1[C@@H](C2)C[NH3+:10])O)O,c1cc(c(c2c1[C@@H](C2)C[NH2:10])O)O,8.5
47,0.04238,0.012804,-0.46433744,9.8,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.3333,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0.1429,0,0,0.97,6.24,-2.83,c1cc(c(c2c1[C@@H](C2)C[NH3+])O)[OH:11],c1cc(c(c2c1[C@@H](C2)C[NH3+])O)[O-:11],10.4
48,0.03551,0.012615,-0.4612293,8.69,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.3333,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1667,0,0,0.97,21.31,-2.83,c1cc(c(c2c1[C@@H](C2)C[NH3+])[OH:12])O,c1cc(c(c2c1[C@@H](C2)C[NH3+])[O-:12])O,10.4
49,-0.03442,0.013528,-0.44984064,2.05,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0.3333,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,1,0,0,0,0,0,0,0,0,0,1.02,36.82,1.25,c1ccc2c(c1)nc(o2)SCc3cccc[nH+:14]3,c1ccc2c(c1)nc(o2)SCc3cccc[n:14]3,4.3
50,-0.01281,0.012881,-0.4642885,9.88,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0.25,0,0,0,0.3333,0,0,0,0.3333,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,1,0,0,0,0,0,0,0,0,0,1.02,10.77,1.61,c1ccc2c(c1)C(=[NH+:13][C@@H](N2)c3ccco3)N,c1ccc2c(c1)C(=[N:13][C@@H](N2)c3ccco3)N,9.13
51,0.00258,0.012387,-0.44250673,0.57,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0.1,0,0.1429,0.1667,0,0,0,0,0.1,0,0,0.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0.125,0,0,0.3333,0,0,0,0,0,0,0,0,0.2,0.1111,0,0,0.125,0,0,0.5,1,0,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0.1111,0.1,0,0,0,0,1.02,117.02,1.25,Cc1c(c([nH+:22][nH]1)C)Cc2c(c3c(=O)n(c(=O)n(c3s2)CC(C)C)C)C(=O)N4C[C@@H](CO4)O,Cc1c(c([n:22][nH]1)C)Cc2c(c3c(=O)n(c(=O)n(c3s2)CC(C)C)C)C(=O)N4C[C@@H](CO4)O,3.4
52,0.00677,0.012515,-0.45443234,5.71,0,0,0,0,0,1,0,0,0,0,0,1,1,-1,3,0.125,0.1429,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0.1667,0,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,0.5,0,0,0,0,0,0,0.3333,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,1.02,129.21,1.69,C[C@H](CO)Nc1c2c([nH:18]c(=O)s2)nc(n1)SCc3ccccc3,C[C@H](CO)Nc1c2c([n-:18]c(=O)s2)nc(n1)SCc3ccccc3,7
53,-0.00313,0.014733,-0.4637939,8.62,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,1,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,22.34,1.2,C[N@@H+:18]1CCc2cccc-3c2[C@H]1Cc4c3c(c(cc4)O)O,C[N@@:18]1CCc2cccc-3c2[C@H]1Cc4c3c(c(cc4)O)O,8.92
54,0.0102,0.01424,-0.46455687,9.87,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0.125,0,0,0.125,0,0,0,0,0,0,0.1667,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0909,0,0,0,0,0,0,0,0.25,0,0.1429,0.1429,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,0.1667,0,0,0,0,0.0769,0,0,0,0,1.03,3.31,4.58,c1cnc(c(c1C(=O)NCC23CC4CC(C2)CC(C4)C3)Cl)N5CC[NH2+:23]CC5,c1cnc(c(c1C(=O)NCC23CC4CC(C2)CC(C4)C3)Cl)N5CC[NH:23]CC5,8.7
55,-0.02242,0.012899,-0.4586645,7.13,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.02,-1.84,1.25,Cc1cc[nH+:7]c(c1N)N,Cc1cc[n:7]c(c1N)N,7.2
56,-0.00175,0.014806,-0.46917608,10.86,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0.1429,0,0,0.2,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.1111,0,0,0,0,1,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,4.59,1.2,CC[NH+:16](CC)CCNC(=O)c1ccc(cc1)N,CC[N:16](CC)CCNC(=O)c1ccc(cc1)N,9.29
57,0.00046,0.01286,-0.46854615,11.55,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0.2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.01,90.06,1.61,c1ccc2c(c1)cccc2CC3=[NH+:15]CCN3,c1ccc2c(c1)cccc2CC3=[N:15]CCN3,10.3
58,0.00099,0.014479,-0.46805182,11.11,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0.1429,0.25,0,0,0,0,0,0,0,0.3333,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.0833,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1.03,20.8,4.58,CC(C)[NH2+:17]C[C@H](COc1ccc(cc1)CCC(=O)OC)O,CC(C)[NH:17]C[C@H](COc1ccc(cc1)CCC(=O)OC)O,9.5
59,0.00639,0.014603,-0.46425715,8.9,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.1111,0,0,0.1667,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.125,0,0,0,0,1,0,0,0.1111,0,0,0,0,0,0.1,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111,0,0,0,0,0,0,0,0,0,1.03,25.29,1.2,C[NH+:23]1CCN(CC1)CC(=O)N2c3ccccc3C(=O)Nc4c2nccc4,C[N:23]1CCN(CC1)CC(=O)N2c3ccccc3C(=O)Nc4c2nccc4,7.88
60,0.01917,0.014878,-0.45627582,5.07,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.1667,0,0,0.3333,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,0,0,0,0,0,0,0,0.2,0,0,0,0,1,0,0,0.1667,0,0,0,0,0,0.1429,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,1.03,356.94,1.2,CN1CC[NH+:24](CC1)CC(=O)N2c3ccccc3C(=O)Nc4c2nccc4,CN1CC[N:24](CC1)CC(=O)N2c3ccccc3C(=O)Nc4c2nccc4,7.88
61,0.00028,0.014767,-0.46143225,7.07,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,3,0.1111,0,0,0.1667,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0.25,0,0,0.1111,0,0,0,0,0,0.1,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111,0,0,0,0,0,0,0.5,0,0,1.03,26.85,-2.07,C[NH+:23]1CCN(CC1)CC(=O)N2c3ccccc3C(=O)Nc4c2nccc4,C[NH+:23]1CCN(CC1)CC(=O)N2c3ccccc3C(=O)[N-]c4c2nccc4,10.71
62,-0.00044,0.014586,-0.4588697,6.53,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,3,0.1667,0,0,0.3333,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.25,0,0,0.1667,0,0,0,0,0,0.1429,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0.5,0,0,1.03,313.83,-2.07,CN1CC[NH+:24](CC1)CC(=O)N2c3ccccc3C(=O)Nc4c2nccc4,CN1CC[NH+:24](CC1)CC(=O)N2c3ccccc3C(=O)[N-]c4c2nccc4,10.71
63,0.08701,0.012141,-0.462801,9.87,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,4,0,0,0,0.3333,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,18.41,-2.83,C(C(=O)N[OH:5])Cl,C(C(=O)N[O-:5])Cl,8.4
64,0.00108,0.012574,-0.45131576,4.2,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0.5,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.97,303.55,-2.83,C[C@H](CCC(=O)[OH:26])[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,C[C@H](CCC(=O)[O-:26])[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,4.98
65,0.00561,0.01478,-0.4616224,7.18,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.1429,0,0,0,0,0.1,0,0,0,0,0.1667,0.1667,0.3333,0,0,0,0,0,0.5,0,0,0.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.25,0,0.1111,0.125,0,0,0,0,0,0,0.1111,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0.0909,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,-67.47,1.62,c1c2c(c(c(c1F)[N@@]3CC[C@@H](C3)[NH3+:20])Cl)n(cc(c2=O)C(=O)[O-])C4CC4,c1c2c(c(c(c1F)[N@@]3CC[C@@H](C3)[NH2:20])Cl)n(cc(c2=O)C(=O)[O-])C4CC4,9.1
66,-0.00397,0.012413,-0.4446896,1.15,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,0.1667,0,0,0,0,0.1429,0,0,0,0,0.1429,0.1429,0.1,0,0,0,0,0,0.0909,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0.2,0,0.25,0.3333,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0.0909,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,6.38,-2.83,c1c2c(c(c(c1F)[N@@]3CC[C@@H](C3)[NH3+])Cl)n(cc(c2=O)C(=O)[OH:23])C4CC4,c1c2c(c(c(c1F)[N@@]3CC[C@@H](C3)[NH3+])Cl)n(cc(c2=O)C(=O)[O-:23])C4CC4,5.77
67,-0.01324,0.012377,-0.4425877,-0.36,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,0.2,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.98,15.28,-2.83,c1cc(nc(c1Cl)C(=O)[OH:9])Cl,c1cc(nc(c1Cl)C(=O)[O-:9])Cl,2.32
